dummy,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1,5/21/2014,3,2.25,2020,3600,2,0,0,3,8,2020,0,1998,0,98033,47.6678,-122.165,2070,3699,5.56
1,12/9/2014,4,2.75,2670,6780,2,0,3,5,8,1630,1040,1908,0,98118,47.5131,-122.256,2400,5989,6.75
1,11/5/2014,2,2,840,14564,1.5,0,0,5,6,840,0,1942,0,98106,47.5499,-122.36,1430,7920,3.085
1,5/22/2014,4,3,1990,6180,2,0,0,3,7,1990,0,1990,0,98023,47.3083,-122.36,1910,6180,2.73
1,5/21/2014,5,2,1930,6120,1.5,0,0,3,6,1930,0,1941,1969,98146,47.5073,-122.337,1130,6120,2.3
1,5/21/2014,4,2.5,3010,46173,2,0,0,3,9,3010,0,1996,0,98053,47.6471,-121.964,2590,49222,7
1,2/4/2015,6,2.75,2850,15240,1,0,0,3,7,1850,1000,1962,0,98106,47.5288,-122.345,2090,7620,3.6
1,8/11/2014,3,2.5,2160,7500,1,0,1,3,7,1430,730,1979,0,98074,47.6188,-122.064,1560,7500,5.325
1,7/16/2014,4,2.75,3550,9400,2,0,0,3,9,3550,0,2014,0,98059,47.4827,-122.131,3550,9421,6.5995
1,7/15/2014,4,2.5,3560,6786,2,0,0,3,9,2930,630,2014,0,98075,47.5756,-122.071,3560,5886,9.07687
1,4/30/2015,3,1.5,1060,6954,1,0,0,4,6,1060,0,1983,0,98106,47.5497,-122.355,1560,6372,3.1
1,4/29/2015,3,2.5,1670,5791,2,0,0,3,7,1670,0,1995,0,98055,47.4424,-122.188,1610,6034,3.1
1,3/19/2015,4,2.5,2790,9910,2,0,0,3,8,2790,0,2003,0,98059,47.4891,-122.141,2590,9910,5.18
1,4/22/2015,3,2.5,1310,1254,2,0,0,3,7,850,460,2007,0,98116,47.5622,-122.384,1310,1372,3.9
1,10/27/2014,4,2.5,3000,5471,2,0,0,3,8,3000,0,2013,0,98059,47.4797,-122.126,2730,5471,5.4
1,1/21/2015,3,2.5,3192,5653,2,0,0,3,8,3192,0,2014,0,98023,47.2956,-122.35,3000,5134,4.27
1,3/10/2015,3,1,1700,4750,1.5,0,0,4,6,1200,500,1909,0,98117,47.6819,-122.389,1550,4750,5.7
1,7/10/2014,4,1.5,2130,5000,2,0,0,4,8,2130,0,1920,0,98144,47.5828,-122.291,2560,5000,7.49
1,4/27/2015,4,3.75,2560,5250,2,0,0,3,7,1900,660,1963,2006,98133,47.7326,-122.342,1400,5250,4.99
1,5/9/2014,3,2.5,2030,6970,2,0,0,4,8,2030,0,1991,0,98029,47.5718,-121.999,2000,6140,5.25
1,1/29/2015,3,1,1060,10350,1,0,0,4,7,1060,0,1980,0,98038,47.365,-122.028,1500,9660,2.06
1,10/27/2014,3,1.75,1660,4800,1,0,0,3,7,960,700,1941,1996,98116,47.5734,-122.412,1510,4800,5.3
1,2/27/2015,2,2.25,1230,1058,2,0,0,3,7,1160,70,2008,0,98027,47.5325,-122.073,1240,817,3.25
1,2/25/2015,2,1,900,4800,1,0,0,4,6,780,120,1944,0,98199,47.6575,-122.4,1270,5520,5.295
1,4/2/2015,4,1.75,2040,5000,2,0,0,4,9,2040,0,1921,0,98102,47.6279,-122.315,3220,5600,12.7
1,7/25/2014,3,2.5,3140,10983,2,0,0,3,10,3140,0,1991,0,98075,47.5595,-122.04,3140,10983,8.1
1,6/12/2014,3,2.5,2050,6420,1,0,3,3,8,1730,320,1956,0,98116,47.5708,-122.405,2370,7620,6.7
1,3/23/2015,4,2.5,2690,5505,2,0,0,3,8,2690,0,2004,0,98042,47.3666,-122.119,2690,5505,3.33
1,4/7/2015,5,1.5,1930,4500,1.5,0,0,3,8,1930,0,1929,0,98112,47.6401,-122.303,2083,4500,8.55
1,11/12/2014,4,2.5,3130,10860,2,0,0,3,10,3130,0,1990,0,98075,47.56,-122.04,3130,10860,7.45
1,9/30/2014,3,1,1160,10500,1,0,0,4,7,1160,0,1966,0,98034,47.7267,-122.227,1520,10500,3.155
1,11/3/2014,3,1,1070,8250,1,0,0,3,7,1070,0,1961,0,98092,47.2899,-122.192,1190,8250,1.64
1,11/26/2014,3,2.5,1320,3150,2,0,0,3,7,1320,0,2005,0,98118,47.5328,-122.282,1390,1725,2.9995
1,5/3/2014,3,1,1010,9945,1,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,3.1
1,6/18/2014,3,1.75,2920,9370,1,0,0,4,8,1620,1300,1981,0,98006,47.5491,-122.151,2890,9609,6.5
1,11/12/2014,3,2.5,1910,5125,2,0,0,3,9,1910,0,2006,0,98029,47.5481,-121.995,1910,3215,6.63
1,2/16/2015,5,3.25,3400,4499,2,0,0,3,8,2740,660,2005,0,98065,47.5385,-121.88,3400,6163,5.1
1,9/24/2014,3,2.5,1600,7936,2,0,0,3,7,1600,0,1996,0,98038,47.3673,-122.017,1830,7936,2.8
1,8/25/2014,2,2.5,1320,1157,2,0,0,3,8,990,330,2014,0,98107,47.6689,-122.363,1550,1519,4.99
1,5/27/2014,5,1.5,1900,10226,1,0,0,3,7,1130,770,1961,0,98034,47.7226,-122.227,1690,10227,4.15
1,10/15/2014,3,3.5,1690,1765,2,0,0,3,8,1370,320,2006,0,98103,47.6536,-122.34,1690,1694,6.22
1,5/21/2014,4,2.5,1900,5790,2,0,0,3,8,1900,0,1994,0,98029,47.5691,-121.996,2030,5790,5.358
1,2/19/2015,1,1,570,4080,1,0,0,3,5,570,0,1942,0,98146,47.5098,-122.334,890,5100,0.8995
1,8/13/2014,3,2,2370,12196,2,0,0,4,7,2370,0,1970,0,98033,47.6734,-122.176,1380,12196,4.9
1,8/25/2014,2,2,1600,5969,1,0,0,4,7,800,800,1950,0,98116,47.5691,-122.394,1520,5969,5.235
1,6/2/2014,2,2,1410,12282,1.5,0,0,5,8,1410,0,1909,1988,98024,47.5242,-121.926,1410,8931,4.399
1,7/28/2014,3,2,720,7598,1,0,0,5,6,720,0,1947,0,98106,47.5483,-122.36,1080,7209,3
1,6/30/2014,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864,7.8
1,4/14/2015,5,2.25,3510,13843,1,0,2,3,8,1850,1660,1959,0,98040,47.5817,-122.246,2680,8750,13.7
1,4/3/2015,4,2.25,2120,9921,2,0,0,3,8,2120,0,1981,0,98027,47.5593,-122.082,1890,7845,8
1,3/16/2015,4,2.5,2200,5893,2,0,0,3,7,2200,0,2008,0,98042,47.3333,-122.055,2200,5757,2.8
1,5/14/2014,2,1,980,2130,1,0,0,4,6,860,120,1918,0,98117,47.6769,-122.366,980,2800,4
1,1/28/2015,4,3,3180,80837,2,0,0,3,11,3180,0,1985,0,98072,47.7336,-122.134,3180,38715,9.146
1,7/3/2014,2,0.75,660,5240,1,0,0,4,4,660,0,1912,0,98032,47.3881,-122.234,850,5080,1
1,5/4/2015,2,1.5,880,2400,1.5,0,0,3,7,880,0,1929,0,98122,47.6144,-122.295,1220,4440,6.15
1,7/2/2014,3,2.25,1920,7738,1,0,0,3,8,1520,400,1965,0,98148,47.4562,-122.33,2170,8452,2.5
1,7/25/2014,5,1,1410,9000,1,0,0,5,7,1410,0,1967,0,98023,47.3054,-122.369,1200,8346,2.3
1,3/27/2015,5,1.75,2030,10200,1,0,0,4,7,2030,0,1958,0,98002,47.2867,-122.209,1760,11550,2.46
1,5/14/2014,2,1,1240,7200,1,0,0,3,7,1240,0,1967,0,98168,47.4971,-122.282,1130,9200,2.15
1,4/8/2015,4,2.5,2750,13950,1,0,3,4,8,1380,1370,1948,0,98146,47.4938,-122.364,2460,13950,7.25
1,5/14/2014,4,3.25,3200,7081,2,0,0,3,9,3200,0,2004,0,98075,47.5886,-121.989,3120,6094,7.07
1,11/26/2014,5,2.5,2390,8775,1,0,0,4,7,1270,1120,1980,0,98058,47.4639,-122.17,1800,8000,3.58
1,10/15/2014,4,3.25,3830,8331,2,0,0,3,9,3830,0,2014,0,98053,47.6906,-122.019,4080,8425,10.5
1,4/23/2015,4,2.75,2440,69415,1,0,0,4,8,1910,530,1989,0,98075,47.5944,-122.042,2770,24361,7.85
1,4/27/2015,3,1.75,1480,6985,1.5,0,0,4,7,1200,280,1926,0,98117,47.686,-122.374,1480,5588,6.35
1,1/6/2015,3,1,1120,9075,1,0,0,3,7,1120,0,1977,0,98077,47.7551,-122.072,1120,9705,3.35
1,7/28/2014,2,1,960,4080,1,0,0,5,7,960,0,1911,0,98103,47.6893,-122.349,1300,4080,5.65
1,1/9/2015,3,1.75,1540,7558,1,0,0,3,8,1540,0,1964,0,98052,47.6707,-122.156,1540,7863,5.2
1,8/1/2014,2,1.5,1840,9000,1,0,2,3,8,1340,500,1957,0,98136,47.5281,-122.388,1880,7560,7.2
1,9/22/2014,3,1.5,1360,6000,1,0,0,3,6,860,500,1911,0,98103,47.6846,-122.345,1560,3000,3.6
1,11/17/2014,2,1,1630,7680,1,0,0,3,7,830,800,1947,0,98125,47.7092,-122.291,1250,7740,4.26
1,3/24/2015,1,1,900,4368,1,0,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000,1.529
1,8/28/2014,3,2.5,1870,5000,2,0,0,3,7,1870,0,2009,0,98042,47.3339,-122.055,2170,5399,2.7
1,5/20/2014,1,1,820,1060,1,0,0,3,8,760,60,2007,0,98126,47.5472,-122.372,1770,1853,1.94
1,6/9/2014,4,2.5,2350,63162,2,0,0,4,8,2350,0,1994,0,98077,47.7545,-122.047,2370,63162,6.4995
1,5/21/2014,4,2.5,3240,3600,2,0,0,3,9,2060,1180,2008,0,98109,47.6405,-122.356,1820,3600,12.2
1,5/7/2014,5,1.5,1500,7112,1,0,0,5,6,760,740,1920,0,98166,47.4692,-122.35,1200,7112,2.65
1,4/17/2015,3,1.75,1410,1988,2,0,0,3,8,1410,0,2014,0,98106,47.5171,-122.347,1410,1899,2.748
1,5/1/2015,6,2,2610,9132,1,0,0,4,8,1320,1290,1965,0,98007,47.622,-122.14,2170,8000,6.05
1,8/25/2014,3,2.25,1920,11500,1,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.188,2260,8866,5.15
1,6/23/2014,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,0,98059,47.5085,-122.15,2490,7951,4.7
1,4/10/2015,4,2.5,2440,5737,2,0,0,4,8,1700,740,1929,0,98119,47.6472,-122.367,2020,5543,8.2
1,6/28/2014,3,1.75,1700,17355,1,0,0,3,7,1200,500,1978,0,98038,47.3637,-122.057,1900,9528,3.145
1,8/15/2014,1,1,860,4800,1,0,0,3,6,860,0,1907,0,98122,47.6146,-122.299,1380,4800,3.3
1,12/23/2014,3,2.25,1860,5028,2,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465,3.55
1,2/5/2015,4,2.25,2220,15232,1,0,0,3,9,1690,530,1978,0,98072,47.7449,-122.103,2110,15280,4.64
1,2/5/2015,4,2.5,2080,7047,2,0,0,3,8,2080,0,1996,0,98092,47.2627,-122.215,2580,7227,3.298
1,6/30/2014,4,2,1880,3840,1,0,0,3,7,970,910,1904,0,98144,47.5929,-122.303,1670,1820,4.35
1,1/7/2015,4,2.5,2260,7500,1,0,0,3,8,1460,800,1965,0,98055,47.4645,-122.196,2260,7500,3.5
1,2/24/2015,4,1.75,2950,9025,1,0,2,4,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600,6.3
1,4/22/2015,6,3,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,3
1,10/15/2014,3,3.25,4460,51177,2,0,0,3,9,4460,0,2005,0,98042,47.3648,-122.143,2670,38925,7.395
1,12/10/2014,3,1.75,1510,8433,1,0,0,4,7,1220,290,1967,0,98008,47.6226,-122.103,1950,8199,4.9
1,10/10/2014,4,1,1740,37238,1.5,0,0,4,7,1740,0,1932,0,98024,47.5651,-121.902,1810,18352,4.7
1,1/28/2015,3,2.5,1770,6033,2,0,0,4,7,1770,0,1987,0,98042,47.3764,-122.119,1590,6510,2.965
1,9/5/2014,5,3.75,4220,9240,2,0,2,5,11,3420,800,1991,0,98040,47.5895,-122.229,3380,9240,15.8
1,6/18/2014,3,2.5,1950,6871,2,0,0,3,8,1950,0,1997,0,98155,47.7603,-122.307,1950,7663,3.75
1,12/23/2014,3,1.75,2092,250905,1,0,0,3,7,2092,0,1981,0,98022,47.2664,-122.027,2092,217800,3.9
1,12/12/2014,3,1.5,1780,5000,1,0,4,4,7,1030,750,1958,0,98118,47.5168,-122.256,1780,7500,4.2
1,8/22/2014,2,1.5,1750,46173,2,0,0,4,8,1750,0,1964,0,98072,47.7397,-122.126,2220,42224,6.61
1,9/26/2014,2,2,1280,4095,2,0,0,4,8,1280,0,1918,0,98136,47.5501,-122.393,1470,5500,4.25
1,7/24/2014,2,1.75,1160,8625,1,0,0,4,6,1160,0,1941,0,98106,47.5509,-122.366,960,5750,3.12
1,5/20/2014,4,2.25,3500,13875,1,0,4,4,9,1830,1670,1938,0,98146,47.5083,-122.388,2960,15000,8.7995
1,9/24/2014,3,1.75,1330,16000,1,0,0,3,7,1330,0,1978,0,98001,47.28,-122.257,1330,14374,1.8
1,4/22/2015,4,2.5,3350,29242,2,0,0,3,11,3350,0,1988,0,98052,47.7197,-122.131,3920,24728,9.1
1,5/12/2015,4,2.25,1940,8270,2,0,0,5,7,1940,0,1962,0,98133,47.7567,-122.333,1800,7743,5.3
1,5/20/2014,4,3.5,3120,5086,2,0,0,3,9,2480,640,2008,0,98115,47.6762,-122.288,1880,5092,9.53007
1,7/8/2014,2,2,1570,4665,1,0,0,3,8,1570,0,2006,0,98053,47.709,-122.017,2165,6262,5.9235
1,3/27/2015,4,1,1300,1651359,1,0,3,4,6,1300,0,1920,0,98022,47.2313,-122.023,2560,425581,7
1,10/20/2014,3,2.25,1610,11920,1,0,0,4,7,1110,500,1968,0,98032,47.3683,-122.279,1690,11839,2.77
1,12/9/2014,3,1.75,1100,10125,1,0,0,4,7,1100,0,1969,0,98092,47.3232,-122.103,1520,10125,2.24
1,12/31/2014,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,98109,47.6364,-122.351,2090,3400,9.31
1,5/11/2015,2,1,990,8140,1,0,0,1,6,990,0,1910,0,98116,47.5828,-122.382,2150,5000,2.1
1,6/19/2014,4,2.25,2150,20181,1,0,0,3,7,1090,1060,1963,0,98028,47.7627,-122.245,2150,10480,3.8
1,6/12/2014,4,2.25,2460,44431,1,0,0,4,9,2460,0,1957,0,98007,47.6042,-122.147,2830,44431,9
1,4/22/2015,1,1,720,7540,1,1,4,4,6,720,0,1905,0,98198,47.3509,-122.323,1120,9736,5.7
1,11/20/2014,3,2.75,1750,9166,1,0,0,4,7,1170,580,1979,0,98155,47.7696,-122.325,1810,8760,3.7
1,7/16/2014,3,2.5,2010,2263,2,0,0,3,8,1340,670,2014,0,98122,47.6088,-122.311,1500,2670,7.4995
1,10/21/2014,3,2.5,1580,8541,2,0,0,3,7,1580,0,1990,0,98001,47.3334,-122.289,1640,7542,2.1355
1,12/10/2014,4,1.5,1400,8500,2,0,0,3,7,1400,0,1975,0,98001,47.3314,-122.275,1580,7650,2.57
1,3/17/2015,4,2.25,2860,26136,1,0,0,3,8,1640,1220,1977,0,98005,47.6033,-122.158,2670,25040,7.4
1,6/27/2014,3,1,910,8789,1,0,0,3,7,910,0,1966,0,98148,47.4345,-122.326,1160,8789,2.21
1,3/10/2015,5,2.5,3160,8000,1,0,0,4,7,1580,1580,1960,0,98040,47.5735,-122.208,2440,8079,8.2
1,1/27/2015,2,1,860,6000,1,0,0,3,6,860,0,1945,0,98022,47.2109,-121.985,1300,6000,1.22
1,10/29/2014,4,2.5,2710,4069,3,0,0,4,10,2710,0,1990,0,98122,47.604,-122.288,1810,3586,8.65
1,9/9/2014,4,2.5,2930,7806,2,0,0,3,9,2930,0,2005,0,98074,47.6219,-122.024,2600,6051,7.825
1,11/6/2014,4,2.5,2170,7700,1,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770,4.65
1,5/23/2014,3,2,1540,1827,2,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.998,1540,1827,4.02
1,3/27/2015,3,1,1730,21183,1,0,0,3,7,1030,700,1955,0,98168,47.5024,-122.332,1610,13000,2.92
1,4/8/2015,3,1.75,1280,3880,1.5,0,0,5,7,1280,0,1916,0,98117,47.6871,-122.391,980,3880,5.2
1,4/14/2015,3,1,1230,9440,1,0,0,3,7,1230,0,1978,0,98045,47.4657,-121.747,1230,10296,2.78
1,3/30/2015,3,2.25,1490,8722,2,0,0,3,7,1490,0,1997,0,98030,47.3648,-122.185,1510,8061,2.3
1,5/12/2014,3,1,1250,53143,1,0,0,5,6,1250,0,1945,0,98038,47.4235,-122.051,1820,217800,1.1
1,4/3/2015,4,2.5,3910,8442,2,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7576,4.89
1,9/24/2014,3,2.5,2390,47480,2,0,0,3,9,2390,0,2007,0,98058,47.4517,-122.084,1720,44866,4.6
1,10/8/2014,3,1.75,1400,9900,1,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,8.5
1,2/23/2015,3,1,1120,12500,1,0,0,4,7,1120,0,1977,0,98033,47.6842,-122.2,2380,10000,6.15
1,4/13/2015,4,2.5,2330,30122,1,0,1,3,8,1490,840,1951,0,98115,47.6843,-122.267,2430,6726,11.5
1,8/7/2014,4,1.75,2220,4760,1,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,3.975
1,8/6/2014,3,2.5,1760,6477,2,0,0,4,8,1760,0,1986,0,98030,47.3731,-122.172,1890,6800,2.67
1,6/27/2014,3,1,2710,19000,2,0,3,4,7,2710,0,1950,0,98166,47.4462,-122.359,2150,19000,4.1
1,3/25/2015,3,1,1250,150117,1,0,0,3,7,1250,0,1975,0,98075,47.5956,-122.009,3060,50055,4.75
1,3/25/2015,4,2,2640,5000,2,0,0,3,7,2040,600,1949,0,98117,47.678,-122.375,1330,5000,7.5
1,5/9/2014,4,2.5,2330,14289,2,0,0,4,8,2330,0,1978,0,98007,47.5916,-122.148,2210,12823,5.425
1,1/7/2015,3,1.75,2140,4800,2,0,0,3,8,1690,450,1905,0,98112,47.6311,-122.312,2440,4800,9.985
1,7/14/2014,3,1.5,1370,7439,1,0,0,4,6,1370,0,1963,0,98055,47.4499,-122.189,2350,3370,1.68
1,4/15/2015,5,2.75,2400,7904,1,0,0,3,7,1450,950,1992,0,98188,47.4683,-122.263,2400,7475,3.25
1,6/12/2014,4,2.5,2140,7245,2,0,0,3,7,2140,0,2003,0,98133,47.729,-122.35,2080,7875,4.95
1,11/11/2014,4,2.5,3340,123600,2,0,0,3,10,3340,0,2005,0,98053,47.6101,-121.955,3730,123600,7.4995
1,4/27/2015,4,3.5,4570,16219,2,0,0,3,11,4570,0,2002,0,98075,47.5859,-121.968,4700,16500,11
1,7/2/2014,4,2.75,2160,5005,1,0,0,3,7,1430,730,1987,0,98115,47.6971,-122.302,1770,5326,5.5
1,5/14/2014,2,1.5,1159,4800,1,0,0,3,7,1159,0,1948,0,98199,47.6592,-122.399,1640,4800,5.825
1,5/28/2014,2,1,720,4222,1,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785,1.51
1,5/1/2015,4,2,2160,4800,2,0,0,4,7,1290,870,1929,0,98055,47.4777,-122.212,1570,4800,3.2495
1,11/23/2014,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,1.8025
1,2/12/2015,2,1,1340,6380,1,0,0,3,7,890,450,1939,0,98115,47.697,-122.313,1380,6380,5.2
1,2/24/2015,2,1.5,960,1000,2,0,0,3,8,920,40,2008,0,98103,47.6489,-122.335,1200,1297,4.5
1,2/17/2015,5,1.5,2940,13425,1,0,0,3,8,1470,1470,1955,0,98155,47.7632,-122.29,1580,8200,4.645
1,3/4/2015,3,2,1320,1297,3,0,0,3,7,1320,0,1995,0,98117,47.6959,-122.376,1380,1503,3.85
1,8/19/2014,3,2.25,1580,11580,1,0,0,4,8,1580,0,1979,0,98006,47.5503,-122.155,2630,10009,6.02
1,8/6/2014,4,2.5,1800,8432,1,0,0,4,7,1200,600,1960,0,98133,47.7463,-122.336,1780,8432,3.75
1,3/17/2015,3,3,1880,2200,2,0,0,3,8,1520,360,2007,0,98107,47.6666,-122.367,1500,1426,6.3
1,9/12/2014,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,1.99
1,1/22/2015,2,1,1240,9900,1,0,0,3,7,940,300,1950,0,98168,47.4862,-122.326,1050,9375,1.7
1,4/16/2015,4,1.75,2220,6731,1,0,0,4,7,1110,1110,1953,0,98116,47.5691,-122.391,1600,6350,7.11777
1,7/23/2014,3,2.25,1940,9100,1,0,0,4,8,1630,310,1966,0,98023,47.3133,-122.364,2080,9100,2.99
1,8/19/2014,3,1.75,1250,3880,1,0,0,4,7,750,500,1944,0,98117,47.6869,-122.392,1240,3880,4.43725
1,6/13/2014,3,1,1270,6405,1.5,0,0,3,6,1270,0,1944,0,98178,47.4959,-122.241,1110,6405,1.53
1,9/10/2014,3,1.5,1630,16170,1,0,0,3,7,1630,0,1988,0,98034,47.7104,-122.235,1630,9931,3.75
1,10/16/2014,4,2,1440,9477,1,0,0,3,5,1440,0,1943,0,98056,47.5093,-122.182,1440,9546,1.99
1,10/28/2014,4,3,3640,5096,2,0,0,3,8,2740,900,2010,0,98118,47.5428,-122.27,1910,9189,6.3
1,12/1/2014,4,2,3410,15143,2,0,0,4,8,3410,0,1972,1987,98052,47.6709,-122.052,2350,25936,5.99
1,12/30/2014,4,2.5,2110,9825,2,0,0,3,8,2110,0,2000,0,98059,47.4979,-122.153,1650,9900,4.2
1,12/31/2014,3,2.5,1820,1866,2,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1660,6900,3.275
1,11/20/2014,4,1,1520,80150,1,0,0,2,5,1520,0,1948,0,98045,47.4742,-121.769,1740,84506,3.65
1,7/24/2014,4,2.75,2790,5000,2,0,0,3,8,2790,0,2014,0,98045,47.4831,-121.773,2620,5527,4.84259
1,5/27/2014,4,2,1930,6600,1,0,0,4,7,1030,900,1967,0,98168,47.482,-122.332,1220,6600,2.68
1,10/6/2014,2,1,1080,3420,1,0,0,4,7,780,300,1922,0,98107,47.6715,-122.393,1380,3656,5.5
1,5/30/2014,2,1,1090,5000,1,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250,3.567
1,10/13/2014,2,1,990,15120,1,0,0,4,6,990,0,1953,0,98011,47.7669,-122.206,1300,11500,3.25
1,2/19/2015,3,1.5,1490,7800,1,0,0,3,7,1010,480,1963,0,98003,47.3431,-122.304,1570,7800,2.564
1,7/30/2014,4,3,2090,5102,1,0,0,3,7,1350,740,1994,0,98106,47.5427,-122.356,2090,5102,3.85
1,8/29/2014,3,2.25,1445,1028,2,0,0,3,7,1300,145,2005,0,98027,47.5339,-122.067,1445,1377,3.66
1,8/11/2014,3,1.5,1200,5000,1,0,0,3,6,1200,0,1979,0,98146,47.5122,-122.357,1440,2500,2.29
1,8/22/2014,3,1,1280,12928,1.5,0,0,3,6,1280,0,1942,0,98023,47.3215,-122.399,1610,19467,2.799
1,6/9/2014,3,2.25,2190,7149,1,0,1,4,8,1240,950,1963,0,98056,47.5243,-122.204,3500,7149,5.3995
1,7/25/2014,3,1,1120,6600,1,0,0,3,7,1120,0,1943,0,98105,47.6712,-122.267,1300,6600,5.49995
1,5/6/2015,3,2.25,1560,12000,1,0,0,4,7,1110,450,1968,0,98034,47.7256,-122.166,2190,4612,4.915
1,3/3/2015,3,2.25,2950,15207,1,0,0,4,10,2070,880,1966,0,98040,47.5571,-122.216,2950,22000,9.92
1,7/14/2014,3,1.5,2240,28750,1,0,0,3,8,1620,620,1956,0,98034,47.7137,-122.254,3200,23873,4.97
1,11/13/2014,3,2.5,2090,8653,2,0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,4.55
1,10/21/2014,4,2.75,2030,56192,1,0,0,3,8,1550,480,1979,0,98077,47.752,-122.073,2510,44866,4.4
1,3/26/2015,4,2.5,2820,5612,2,0,0,3,9,2820,0,2007,0,98028,47.7477,-122.236,1620,14881,5.85
1,6/19/2014,3,2.5,2650,40705,2,0,0,3,9,2650,0,1994,0,98053,47.668,-122.063,2550,42625,7.7
1,8/5/2014,3,2.5,2680,28243,2,0,0,3,9,2680,0,1993,0,98077,47.7637,-122.05,2670,32130,6.6
1,6/19/2014,6,2,1670,3000,1,0,0,5,7,900,770,1911,0,98105,47.6637,-122.316,1330,1099,6.8
1,9/18/2014,4,3.5,2600,5100,2,0,0,3,8,1820,780,2003,0,98117,47.6948,-122.395,2000,6720,7.225
1,12/17/2014,4,3.75,3370,6766,2,0,0,3,9,3370,0,2005,0,98052,47.7063,-122.106,3530,6766,8
1,7/2/2014,3,3,1820,1641,3,0,0,3,8,1540,280,2006,0,98119,47.6482,-122.358,1720,1501,6.25
1,12/17/2014,3,2.25,2300,7200,1,0,0,4,8,1550,750,1978,0,98003,47.324,-122.328,2000,7350,2.87
1,8/19/2014,4,2.25,2780,15075,2,0,0,3,7,2780,0,1985,0,98059,47.477,-122.116,1650,25542,4.3995
1,5/2/2014,4,2,1520,6200,1.5,0,0,3,7,1520,0,1945,0,98115,47.678,-122.269,1910,6200,6.4
1,6/17/2014,3,1,980,7200,1,0,0,4,7,980,0,1950,0,98116,47.5718,-122.395,1180,6572,4.3
1,4/7/2015,3,1.75,2610,6360,2,0,2,3,8,2130,480,1924,0,98109,47.6287,-122.351,3010,6000,10
1,5/9/2014,4,1.5,1470,70800,1,0,0,3,7,1470,0,1976,0,98010,47.3458,-121.948,1810,72337,3.25
1,4/24/2015,4,1.5,2020,8474,1,0,0,5,7,1010,1010,1962,0,98058,47.4579,-122.17,1720,8166,3.2
1,4/6/2015,2,1,910,4301,1,0,0,4,7,910,0,1923,0,98117,47.6814,-122.399,1810,4301,5.7
1,3/9/2015,2,2.5,3010,16050,1,0,3,4,9,1260,1750,1976,0,98006,47.5643,-122.16,3010,11612,9.9816
1,2/25/2015,4,1.5,1780,8000,2,0,0,4,6,1080,700,1900,1996,98010,47.3124,-122.003,1750,9147,2
1,1/28/2015,3,1.75,1510,12408,1,0,0,4,7,1510,0,1969,0,98059,47.5069,-122.141,1480,17800,3.1065
1,9/12/2014,3,2.25,1630,7573,1,0,2,3,7,1230,400,1983,0,98034,47.7273,-122.211,1550,7695,4.9
1,6/20/2014,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,0,98103,47.6872,-122.35,1300,4080,5.47
1,5/6/2014,3,1,1230,9568,1,0,0,5,7,1230,0,1962,0,98056,47.539,-122.179,1270,9575,3.87
1,3/26/2015,2,1,1130,6908,1.5,0,0,3,6,1130,0,1945,0,98155,47.745,-122.313,1150,6908,3.25
1,9/23/2014,3,2.25,1470,8682,1,0,0,3,7,1160,310,1985,0,98003,47.2729,-122.299,1670,8359,1.6
1,3/10/2015,2,2.25,1800,2819,2,0,2,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755,5.42
1,10/20/2014,2,1,1300,12000,1,0,0,4,8,1300,0,1959,0,98004,47.6366,-122.229,2420,15000,7
1,3/26/2015,3,2.5,2000,8057,1,0,0,3,8,1360,640,1998,0,98042,47.3724,-122.107,2530,8964,3.585
1,3/13/2015,3,2.5,2120,3757,2,0,0,3,7,2120,0,2006,0,98059,47.4787,-122.128,2230,4103,4
